# globalsourceid,aorkey,wavelength,fluxdensity,uncertainty,chunk
2000000080,22415360,8.78579,0.06960127,0.001772117,1
2000000080,22415360,8.84628,0.06987707,0.003983162,1
2000000080,22415360,8.90676,0.07061037,0.001844146,1
2000000080,22415360,8.96724,0.06729751,0.004109186,1
2000000080,22415360,9.02773,0.06811418,0.003550313,1
2000000080,22415360,9.08821,0.07105109,0.0009464243,1
2000000080,22415360,9.14869,0.0695957,0.005892561,1
2000000080,22415360,9.20918,0.07050797,0.001285861,1
2000000080,22415360,9.26966,0.07062431,0.0083335,1
2000000080,22415360,9.33015,0.06712811,0.002635698,1
2000000080,22415360,9.39063,0.06795786,0.002758366,1
2000000080,22415360,9.45111,0.06861106,0.00302502,1
2000000080,22415360,9.5116,0.0670168,0.0003524938,1
2000000080,22415360,9.57208,0.06978009,0.007023435,1
2000000080,22415360,9.63256,0.06860685,0.00474602,1
2000000080,22415360,9.69305,0.0690363,0.0001697259,1
2000000080,22415360,9.75353,0.06813588,0.004800576,1
2000000080,22415360,9.81401,0.06517204,0.001259705,1
2000000080,22415360,9.8745,0.06445802,0.002145095,1
2000000080,22415360,9.93498,0.06443297,0.006534495,1
2000000080,22415360,9.99547,0.05286182,0.007249691,1
2000000080,22415360,10.056,0.06119591,0.001277605,1
2000000080,22415360,10.1164,0.06545264,0.001078266,1
2000000080,22415360,10.1769,0.0667076,0.001423834,1
2000000080,22415360,10.2374,0.06636337,0.0006192119,1
2000000080,22415360,10.2979,0.06474245,0.0007127298,1
2000000080,22415360,10.3584,0.06642604,0.002020203,1
2000000080,22415360,10.4188,0.067605,0.004692276,1
2000000080,22415360,10.4793,0.06742911,0.004002991,1
2000000080,22415360,10.5398,0.06700888,0.002416107,1
2000000080,22415360,10.6003,0.06554075,0.004086296,1
2000000080,22415360,10.6608,0.07014921,0.004941795,1
2000000080,22415360,10.7213,0.06755783,0.005944813,1
2000000080,22415360,10.7817,0.07276256,0.001649594,1
2000000080,22415360,10.8422,0.06758473,0.001312537,1
2000000080,22415360,10.9027,0.06794531,0.003380288,1
2000000080,22415360,10.9632,0.06830288,0.00147489,1
2000000080,22415360,11.0237,0.07259817,0.00662049,1
2000000080,22415360,11.0842,0.0680254,0.005420131,1
2000000080,22415360,11.1447,0.07286702,0.001881159,1
2000000080,22415360,11.2051,0.06588736,0.002420886,1
2000000080,22415360,11.2656,0.06011818,0.002676943,1
2000000080,22415360,11.3261,0.06681414,0.003550946,1
2000000080,22415360,11.3866,0.06846327,0.001060947,1
2000000080,22415360,11.4471,0.07008097,0.001073553,1
2000000080,22415360,11.5076,0.06773762,0.005305965,1
2000000080,22415360,11.568,0.06723896,0.001551802,1
2000000080,22415360,11.6285,0.06630004,0.005532124,1
2000000080,22415360,11.689,0.0668404,0.003490737,1
2000000080,22415360,11.7495,0.065101,0.004576192,1
2000000080,22415360,11.81,0.05601507,0.001973354,1
2000000080,22415360,11.8705,0.06264155,0.003115556,1
2000000080,22415360,11.9309,0.06131899,0.008371825,1
2000000080,22415360,11.9914,0.0707891,0.002367002,1
2000000080,22415360,12.0519,0.06077725,0.007230776,1
2000000080,22415360,12.1124,0.06459109,0.002565737,1
2000000080,22415360,12.1729,0.05831408,0.002605013,1
2000000080,22415360,12.2334,0.05850379,0.00197231,1
2000000080,22415360,12.2938,0.06193528,0.02080203,1
2000000080,22415360,12.3543,0.05041894,0.003032396,1
2000000080,22415360,12.4148,0.04642299,0.0008511834,1
2000000080,22415360,12.4753,0.05244345,0.0008796213,1
2000000080,22415360,12.5358,0.04932551,0.00366283,1
2000000080,22415360,12.5963,0.04781475,0.004367523,1
2000000080,22415360,12.6567,0.04803851,0.004920095,1
2000000080,22415360,12.7172,0.04788779,0.003344098,1
2000000080,22415360,12.7777,0.04670465,0.002625811,1
2000000080,22415360,12.8382,0.046017,0.003629893,1
2000000080,22415360,12.8987,0.04530321,0.0004698908,1
2000000080,22415360,12.9592,0.04743145,0.009496398,1
2000000080,22415360,13.0197,0.04463932,0.002189167,1
2000000080,22415360,13.0801,0.0458311,0.001654773,1
2000000080,22415360,6.6991,0.08131354,0.001838901,1
2000000080,22415360,6.72935,0.08244716,0.003174654,1
2000000080,22415360,6.75959,0.08150744,0.002756916,1
2000000080,22415360,6.78983,0.0803651,0.005271744,1
2000000080,22415360,6.82007,0.08367459,0.006973659,1
2000000080,22415360,6.85031,0.08072238,0.007428613,1
2000000080,22415360,6.88056,0.07892086,0.003689392,1
2000000080,22415360,6.9108,0.0802043,0.00532848,1
2000000080,22415360,6.94104,0.07913041,0.001165272,1
2000000080,22415360,6.97128,0.08457935,0.003141788,1
2000000080,22415360,7.00152,0.07772367,0.0006775695,1
2000000080,22415360,7.03177,0.07892508,0.01352838,1
2000000080,22415360,7.06201,0.07669634,0.0008195634,1
2000000080,22415360,7.09225,0.08067746,0.0001903005,1
2000000080,22415360,7.12249,0.07924463,0.002330114,1
2000000080,22415360,7.15273,0.07804873,0.0005305173,1
2000000080,22415360,7.6366,0.07584648,0.005366855,1
2000000080,22415360,7.69709,0.07346174,0.00224085,1
2000000080,22415360,7.75757,0.0697687,0.001206771,1
2000000080,22415360,7.81805,0.07203414,0.0009435676,1
2000000080,22415360,7.87854,0.07295858,0.0006242543,1
2000000080,22415360,7.93902,0.07267953,0.0003298856,1
2000000080,22415360,7.99951,0.07428678,0.0006835692,1
2000000080,22415360,8.05999,0.07478577,0.0022741,1
2000000080,22415360,8.12047,0.07613534,0.0001235195,1
2000000080,22415360,8.18096,0.07546063,0.001494344,1
2000000080,22415360,8.24144,0.07287857,0.0004198402,1
2000000080,22415360,8.30192,0.07287754,0.0004589036,1
2000000080,22415360,8.36241,0.07392175,0.0003718659,1
2000000080,22415360,8.42289,0.07523999,0.001366189,1
2000000080,22415360,8.48337,0.07534489,0.002932173,1
2000000080,22415360,8.54386,0.07223161,0.0009871201,1
2000000080,22415360,8.60434,0.07116933,0.006662007,1
2000000080,22415360,8.66483,0.0712014,0.004312154,1
2000000080,22415360,8.72531,0.07359639,0.001612377,1
2000000080,22415360,13.1406,0.04590563,0.004480454,1
2000000080,22415360,13.2011,0.0460046,0.005211725,1
2000000080,22415360,13.2616,0.04881053,0.005666131,1
2000000080,22415360,13.3221,0.05043521,0.003189323,1
2000000080,22415360,13.3826,0.04753238,0.002744668,1
2000000080,22415360,13.443,0.04117304,0.001146572,1
2000000080,22415360,13.5035,0.03876973,0.009359962,1
2000000080,22415360,13.564,0.03924761,0.002887909,1
2000000080,22415360,13.6245,0.03197111,0.002721187,1
2000000080,22415360,13.685,0.03158865,0.008003959,1
2000000080,22415360,13.7455,0.02879258,0.001176104,1
2000000080,22415360,13.8059,0.03325015,0.000420579,1
2000000080,22415360,13.8664,0.03976809,0.001270057,1
2000000080,22415360,13.9269,0.03910466,0.00303643,1
2000000080,22415360,13.9874,0.03856264,0.001944196,1
2000000080,22415360,14.0479,0.04367053,0.001035213,1
2000000080,22415360,14.1083,0.03832578,0.004526156,1
2000000080,22415360,14.1688,0.03774145,0.0009668717,1
2000000080,22415360,14.2293,0.04104487,0.002640708,1
2000000080,22415360,14.2898,0.03991912,0.004981539,1
2000000080,22415360,5.12652,0.110584,0.02661732,1
2000000080,22415360,5.15676,0.06129327,0.0163798,1
2000000080,22415360,5.187,0.08509504,0.007888619,1
2000000080,22415360,5.21725,0.08012605,0.005437677,1
2000000080,22415360,5.24749,0.07846618,0.002457061,1
2000000080,22415360,5.27773,0.07482629,0.00998021,1
2000000080,22415360,5.30797,0.08372809,0.001544819,1
2000000080,22415360,5.33821,0.07757851,0.002805172,1
2000000080,22415360,5.36846,0.07712843,0.005893443,1
2000000080,22415360,5.3987,0.07858418,0.005826695,1
2000000080,22415360,5.42894,0.07860115,0.00271978,1
2000000080,22415360,5.45918,0.07753779,0.001440841,1
2000000080,22415360,5.48942,0.08266138,0.002185856,1
2000000080,22415360,5.51967,0.08083087,0.003390064,1
2000000080,22415360,5.54991,0.07942587,0.002781048,1
2000000080,22415360,5.58015,0.07748573,0.0008435112,1
2000000080,22415360,5.61039,0.08152796,0.0004713787,1
2000000080,22415360,5.64063,0.07954972,0.005278347,1
2000000080,22415360,5.67088,0.08015476,0.001148252,1
2000000080,22415360,5.70112,0.08281597,0.0004154186,1
2000000080,22415360,5.73136,0.08005536,0.003367947,1
2000000080,22415360,5.7616,0.07680753,0.006646255,1
2000000080,22415360,5.79184,0.0797732,0.002860349,1
2000000080,22415360,5.82209,0.07834793,0.007411667,1
2000000080,22415360,5.85233,0.07672708,0.0009759243,1
2000000080,22415360,5.88257,0.08767408,0.005584288,1
2000000080,22415360,5.91281,0.08119135,0.003397593,1
2000000080,22415360,5.94305,0.08128009,0.004959464,1
2000000080,22415360,5.9733,0.08135501,0.005352291,1
2000000080,22415360,6.00354,0.08300553,0.00391282,1
2000000080,22415360,6.03378,0.07935014,0.00421242,1
2000000080,22415360,6.06402,0.08452012,0.002967937,1
2000000080,22415360,6.09426,0.08321187,0.0007622346,1
2000000080,22415360,6.12451,0.08525191,0.001252516,1
2000000080,22415360,6.15475,0.08567554,0.004617736,1
2000000080,22415360,6.18499,0.08137776,0.002952546,1
2000000080,22415360,6.21523,0.08719077,0.001622945,1
2000000080,22415360,6.24547,0.08560091,0.002836683,1
2000000080,22415360,6.27572,0.08896669,0.006744454,1
2000000080,22415360,6.30596,0.08334737,0.007240269,1
2000000080,22415360,6.3362,0.08518005,0.003595519,1
2000000080,22415360,6.36644,0.08501681,0.0005802742,1
2000000080,22415360,6.39668,0.08632956,0.001599981,1
2000000080,22415360,6.42693,0.08442529,0.000982246,1
2000000080,22415360,6.45717,0.08279541,0.005296778,1
2000000080,22415360,6.48741,0.08473516,0.0001889659,1
2000000080,22415360,6.51765,0.08058606,0.0009601239,1
2000000080,22415360,6.54789,0.08060531,0.003235753,1
2000000080,22415360,6.57814,0.0904439,0.001113285,1
2000000080,22415360,6.60838,0.08200816,0.003342199,1
2000000080,22415360,6.63862,0.07804256,0.004304163,1
2000000080,22415360,6.66886,0.07961212,0.004299887,1
2000000080,22415360,27.7023,0.01052859,0.006952118,2
2000000080,22415360,27.8717,0.0102689,0.006348117,2
2000000080,22415360,28.041,0.009676524,0.005948259,2
2000000080,22415360,28.2104,0.008504394,0.008602899,2
2000000080,22415360,28.3797,0.009841641,0.006926281,2
2000000080,22415360,28.5491,0.009813252,0.006641244,2
2000000080,22415360,28.7185,0.009601024,0.007255438,2
2000000080,22415360,28.8878,0.008371278,0.006672397,2
2000000080,22415360,29.0572,0.008883785,0.00581854,2
2000000080,22415360,29.2265,0.00880813,0.006743554,2
2000000080,22415360,29.3959,0.007947199,0.006690814,2
2000000080,22415360,29.5652,0.00830394,0.006044896,2
2000000080,22415360,29.7346,0.00707619,0.007096701,2
2000000080,22415360,29.9039,0.006326516,0.007652914,2
2000000080,22415360,30.0733,0.007685607,0.007368891,2
2000000080,22415360,30.2426,0.009048605,0.008683385,2
2000000080,22415360,30.412,0.00848587,0.008291434,2
2000000080,22415360,30.5813,0.008055449,0.01084244,2
2000000080,22415360,30.7507,0.004422153,0.007562353,2
2000000080,22415360,30.92,0.003675604,0.00974348,2
2000000080,22415360,31.0894,0.006524707,0.01114298,2
2000000080,22415360,31.2588,0.003826671,0.009948917,2
2000000080,22415360,31.4281,0.001350204,0.01173005,2
2000000080,22415360,31.5975,0.002717131,0.01100683,2
2000000080,22415360,31.7668,0.002776047,0.009642266,2
2000000080,22415360,31.9362,0.00363572,0.01150473,2
2000000080,22415360,32.1055,0.003852096,0.01288284,2
2000000080,22415360,32.2749,0.002642028,0.01345556,2
2000000080,22415360,32.4442,0.003008151,0.01793156,2
2000000080,22415360,32.6136,0.00171886,0.01406745,2
2000000080,22415360,32.7829,0.002350301,0.01339044,2
2000000080,22415360,32.9523,0.005469856,0.01236524,2
2000000080,22415360,7.18298,0.07893094,0.0005394685,1
2000000080,22415360,7.21322,0.07751863,0.003150683,1
2000000080,22415360,7.24346,0.07573126,0.001371505,1
2000000080,22415360,7.2737,0.07051214,0.002922487,1
2000000080,22415360,7.30394,0.07598661,0.006675548,1
2000000080,22415360,7.33419,0.07362767,0.001276946,1
2000000080,22415360,7.36443,0.07293366,0.003515714,1
2000000080,22415360,7.39467,0.07368562,0.003271956,1
2000000080,22415360,7.42491,0.06118716,0.004454975,1
2000000080,22415360,7.45515,0.07429811,0.001252724,1
2000000080,22415360,7.4854,0.06960867,0.004753785,1
2000000080,22415360,7.51564,0.079234,0.003471443,1
2000000080,22415360,7.54588,0.07533503,0.01097002,1
2000000080,22415360,7.57612,0.07971634,0.008612544,1
2000000080,22415360,20.5895,0.02101461,0.0007874621,2
2000000080,22415360,20.7588,0.02063958,0.0005810428,2
2000000080,22415360,20.9282,0.01979192,0.0009340262,2
2000000080,22415360,21.0975,0.01984565,0.0004118588,2
2000000080,22415360,21.2669,0.01883613,0.003116783,2
2000000080,22415360,21.4362,0.01771443,0.002745642,2
2000000080,22415360,21.6056,0.01727202,0.002395581,2
2000000080,22415360,21.775,0.01634528,0.002681646,2
2000000080,22415360,21.9443,0.01824924,0.003589409,2
2000000080,22415360,22.1137,0.01669867,0.003645404,2
2000000080,22415360,22.283,0.01633779,0.001558432,2
2000000080,22415360,22.4524,0.01456117,0.002747992,2
2000000080,22415360,22.6217,0.01412198,0.003246786,2
2000000080,22415360,22.7911,0.01398342,0.003196572,2
2000000080,22415360,22.9604,0.01438921,0.00242113,2
2000000080,22415360,23.1298,0.01499102,0.002858509,2
2000000080,22415360,23.2991,0.01375035,0.002743994,2
2000000080,22415360,23.4685,0.01311371,0.003517033,2
2000000080,22415360,23.6378,0.01406544,0.003002929,2
2000000080,22415360,23.8072,0.01312717,0.003019639,2
2000000080,22415360,23.9765,0.0130256,0.003080784,2
2000000080,22415360,24.1459,0.01276633,0.002580346,2
2000000080,22415360,24.3153,0.0122349,0.002625285,2
2000000080,22415360,24.4846,0.01226717,0.003720844,2
2000000080,22415360,24.654,0.01314664,0.002944648,2
2000000080,22415360,24.8233,0.01239865,0.002710436,2
2000000080,22415360,24.9927,0.01307687,0.004944789,2
2000000080,22415360,25.162,0.01136543,0.003341572,2
2000000080,22415360,25.3314,0.01154198,0.004160881,2
2000000080,22415360,25.5007,0.01159173,0.003258456,2
2000000080,22415360,25.6701,0.01193728,0.003960472,2
2000000080,22415360,25.8394,0.01091162,0.001598686,2
2000000080,22415360,26.0088,0.009172013,0.00251756,2
2000000080,22415360,26.1782,0.01208926,0.002861616,2
2000000080,22415360,26.3475,0.01194045,0.003975149,2
2000000080,22415360,26.5168,0.009746283,0.004868034,2
2000000080,22415360,26.6862,0.009631514,0.004814481,2
2000000080,22415360,26.8556,0.01090565,0.005076287,2
2000000080,22415360,27.0249,0.009766872,0.006102369,2
2000000080,22415360,27.1943,0.01016128,0.005524341,2
2000000080,22415360,27.3636,0.01158431,0.005774894,2
2000000080,22415360,27.533,0.01278864,0.00799931,2
2000000080,22415360,15.6782,0.03481549,0.00131673,2
2000000080,22415360,15.7629,0.03483677,0.002012894,2
2000000080,22415360,15.8476,0.03433562,0.001610414,2
2000000080,22415360,15.9322,0.03371733,0.001649465,2
2000000080,22415360,16.0169,0.03399277,0.002905195,2
2000000080,22415360,16.1016,0.03308693,0.002114742,2
2000000080,22415360,16.1863,0.03224464,0.001714602,2
2000000080,22415360,16.271,0.03052692,0.001564634,2
2000000080,22415360,16.3556,0.02911273,0.005208201,2
2000000080,22415360,16.4403,0.0292081,0.005424109,2
2000000080,22415360,16.525,0.02909565,0.003954446,2
2000000080,22415360,16.6097,0.02841435,0.003537769,2
2000000080,22415360,16.6943,0.02831089,0.00321887,2
2000000080,22415360,16.779,0.02465461,0.002413339,2
2000000080,22415360,16.8637,0.02818369,0.004354395,2
2000000080,22415360,16.9484,0.0277829,0.00492637,2
2000000080,22415360,17.033,0.02596013,0.007669166,2
2000000080,22415360,17.1177,0.02380987,0.006476404,2
2000000080,22415360,17.2024,0.02754689,0.005293577,2
2000000080,22415360,17.2871,0.02769562,0.004296929,2
2000000080,22415360,17.3717,0.0256357,0.005761913,2
2000000080,22415360,17.4564,0.02748291,0.005589151,2
2000000080,22415360,17.5411,0.02729478,0.00440628,2
2000000080,22415360,17.6258,0.02738186,0.003194703,2
2000000080,22415360,17.7105,0.02930294,0.00292049,2
2000000080,22415360,17.7951,0.02741646,0.003888217,2
2000000080,22415360,17.8798,0.02593999,0.004671331,2
2000000080,22415360,17.9645,0.02477353,0.002220876,2
2000000080,22415360,18.0492,0.02639952,0.004206307,2
2000000080,22415360,18.1338,0.02264036,0.001729286,2
2000000080,22415360,18.2185,0.02519284,0.002916428,2
2000000080,22415360,18.3032,0.02548832,0.004871542,2
2000000080,22415360,18.3879,0.02756687,0.003112553,2
2000000080,22415360,18.4725,0.02308427,0.005400233,2
2000000080,22415360,18.5572,0.02556355,0.003635709,2
2000000080,22415360,18.6419,0.02670484,0.003127203,2
2000000080,22415360,18.7266,0.02677298,0.002149365,2
2000000080,22415360,18.8113,0.02684909,0.00127045,2
2000000080,22415360,18.8959,0.02617258,0.003724616,2
2000000080,22415360,18.9806,0.0246104,0.004258406,2
2000000080,22415360,19.0653,0.02528666,0.002871629,2
2000000080,22415360,19.15,0.02414707,0.003517197,2
2000000080,22415360,19.2346,0.02491065,0.004979504,2
2000000080,22415360,19.3193,0.02390678,0.00107016,2
2000000080,22415360,19.404,0.02551154,0.001116293,2
2000000080,22415360,19.4887,0.02487275,0.0008392353,2
2000000080,22415360,19.5734,0.0262952,0.002403535,2
2000000080,22415360,19.658,0.02424456,0.0002748203,2
2000000080,22415360,19.7427,0.02312674,0.001333381,2
2000000080,22415360,19.8274,0.0239699,0.0008712858,2
2000000080,22415360,19.9121,0.02528281,0.001136987,2
2000000080,22415360,19.9967,0.02489221,0.001452793,2
2000000080,22415360,20.0814,0.0233315,0.0008150795,2
2000000080,22415360,20.1661,0.02334427,3.901403e-05,2
2000000080,22415360,20.2508,0.02342479,0.0008204365,2
2000000080,22415360,20.3354,0.02537748,0.003333518,2
2000000080,22415360,20.4201,0.02148378,0.000140124,2
2000000080,22415360,20.5048,0.01973205,0.008666953,2
2000000080,22415360,33.1217,0.003988401,0.01430967,2
2000000080,22415360,33.291,0.003867095,0.00950359,2
2000000080,22415360,33.4604,0.007556702,0.009266743,2
2000000080,22415360,33.6297,-0.0001085671,0.01737599,2
2000000080,22415360,33.7991,0.002467441,0.01670784,2
2000000080,22415360,33.9684,0.0003816625,0.01726121,2
2000000080,22415360,34.1378,0.0006249035,0.01709913,2
2000000080,22415360,34.3071,0.0138737,0.03617636,2
2000000080,22415360,34.4765,-0.008787764,0.0278244,2
2000000080,22415360,34.6458,-0.003152756,0.009821134,2
2000000080,22415360,34.8152,-0.01974207,0.04221896,2
2000000080,22415360,34.9845,-0.02726368,0.03269038,2
2000000080,22415360,35.1539,-0.004610506,0.007037986,2
2000000080,22415360,35.3232,0.0001734239,0.01540329,2
2000000080,22415360,35.4926,-0.01118538,0.02402009,2
2000000080,22415360,35.662,-0.01287363,0.0217754,2
2000000080,22415360,35.8313,-0.008976042,0.02262431,2
2000000080,22415360,36.0007,-0.010894,0.02950567,2
2000000080,22415360,36.17,-0.001908757,0.03037655,2
2000000080,22415360,36.3394,-0.0008751247,0.03718207,2
2000000080,22415360,36.5087,0.001604775,0.05004521,2
2000000080,22415360,36.6781,-0.01603779,0.02573983,2
2000000080,22415360,36.8474,-0.01214366,0.0415038,2
2000000080,22415360,14.2387,0.04094561,0.001787595,2
2000000080,22415360,14.3234,0.04001838,0.0009385324,2
2000000080,22415360,14.4081,0.0408725,0.001768449,2
2000000080,22415360,14.4927,0.0381483,0.003823008,2
2000000080,22415360,14.5774,0.03910429,0.001599888,2
2000000080,22415360,14.6621,0.03859117,0.001189652,2
2000000080,22415360,14.7468,0.03888592,0.001746889,2
2000000080,22415360,14.8315,0.03869112,0.001186503,2
2000000080,22415360,14.9161,0.03892225,0.001361553,2
2000000080,22415360,15.0008,0.03843165,0.00184211,2
2000000080,22415360,15.0855,0.03749922,0.001916427,2
2000000080,22415360,15.1701,0.03597392,0.003779425,2
2000000080,22415360,15.2548,0.03761066,0.001721139,2
2000000080,22415360,15.3395,0.0362276,0.00238279,2
2000000080,22415360,15.4242,0.03826545,0.0009681682,2
2000000080,22415360,15.5089,0.03744008,0.0009082974,2
2000000080,22415360,15.5935,0.03575347,0.0007943388,2
